"CBSA Code",Geographic area,Legal/statistical area description,Population,,Population rank1,,"Land area in square miles
38300,"Pittsburgh, PA",Metropolitan Statistical Area,"2,356,285","2,431,087",22,20,"5,281.5",
38340,"Pittsfield, MA",Metropolitan Statistical Area,"131,219","134,953",294,267,926.8,
38540,"Pocatello, ID",Metropolitan Statistical Area,"90,656","83,103",355,354,"2,516.2",
38860,"Portland-South Portland-Biddeford, ME",Metropolitan Statistical Area,"514,098","487,568",101,91,"2,079.6",
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,"2,226,009","1,927,881",23,25,"6,683.7",
38940,"Port St. Lucie, FL",Metropolitan Statistical Area,"424,107","319,426",118,144,"1,115.4",
39100,"Poughkeepsie-Newburgh-Middletown, NY",Metropolitan Statistical Area,"670,301","621,517",78,75,"1,607.3",
39140,"Prescott, AZ",Metropolitan Statistical Area,"211,033","167,517",200,220,"8,123.5",
39300,"Providence-New Bedford-Fall River, RI-MA",Metropolitan Statistical Area,"1,600,852","1,582,997",37,32,"1,586.9",
39340,"Provo-Orem, UT",Metropolitan Statistical Area,"526,810","376,774",98,120,"5,395.7",
39380,"Pueblo, CO",Metropolitan Statistical Area,"159,063","141,472",249,260,"2,386.1",
