GeoFips,GeoName,LineCode,Description,2021,
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,127.123,
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),32178609,
44100,"Springfield, IL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),10683183,
44100,"Springfield, IL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,105.839,
44100,"Springfield, IL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),13019072,
44140,"Springfield, MA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),30271060,
44140,"Springfield, MA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,105.213,
44140,"Springfield, MA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),37189530,
44180,"Springfield, MO (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),19491262,
44180,"Springfield, MO (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,118.902,
44180,"Springfield, MO (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),23930761,
44220,"Springfield, OH (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4255388,
44220,"Springfield, OH (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,103.802,
44220,"Springfield, OH (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),5162330,
44300,"State College, PA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),7956542,
44300,"State College, PA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,105.028,
44300,"State College, PA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),9750456,
44420,"Staunton, VA (Metropolitan Statistical Area) *",1,Real GDP (thousands of chained 2012 dollars),4784006,
44420,"Staunton, VA (Metropolitan Statistical Area) *",2,Chain-type quantity indexes for real GDP,105.483,
44420,"Staunton, VA (Metropolitan Statistical Area) *",3,Current-dollar GDP (thousands of current dollars),5865980,
44700,"Stockton, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),30175157,
44700,"Stockton, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,132.689,
44700,"Stockton, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),36790065,
44940,"Sumter, SC (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4536757,
44940,"Sumter, SC (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,109.2,
44940,"Sumter, SC (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),5539578,
45060,"Syracuse, NY (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),37718046,
45060,"Syracuse, NY (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,109.119,
45060,"Syracuse, NY (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),46414861,
45220,"Tallahassee, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),16386224,
45220,"Tallahassee, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,111.641,
45220,"Tallahassee, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),20148962,
45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),158130174,
45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,130.357,
45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),190708533,
45460,"Terre Haute, IN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),7092564,
45460,"Terre Haute, IN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,101.865,
45460,"Terre Haute, IN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),8502107,
45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4927946,
45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,93.41,
45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6086205,
45540,"The Villages, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4375621,
45540,"The Villages, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,186.359,
45540,"The Villages, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),5507387,
45780,"Toledo, OH (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),34716077,
45780,"Toledo, OH (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,108.889,
45780,"Toledo, OH (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),40546884,
45820,"Topeka, KS (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),10884533,
45820,"Topeka, KS (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,108.166,
45820,"Topeka, KS (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),13204822,
45940,"Trenton-Princeton, NJ (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),35953022,
45940,"Trenton-Princeton, NJ (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,127.635,
45940,"Trenton-Princeton, NJ (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),43633044,
46060,"Tucson, AZ (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),41618243,
46060,"Tucson, AZ (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,113.301,
46060,"Tucson, AZ (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),50231611,
46140,"Tulsa, OK (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),52270497,
46140,"Tulsa, OK (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,108.703,
46140,"Tulsa, OK (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),60392165,
46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),11139419,
46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,107.553,
46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),12913789,
46300,"Twin Falls, ID (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4987213,
46300,"Twin Falls, ID (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,134.356,
46300,"Twin Falls, ID (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),5878885,
46340,"Tyler, TX (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),11130658,
46340,"Tyler, TX (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,113.675,
46340,"Tyler, TX (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),13002122,
46520,"Urban Honolulu, HI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),55363444,
46520,"Urban Honolulu, HI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,101.427,
46520,"Urban Honolulu, HI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),67383319,
46540,"Utica-Rome, NY (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),11995701,
46540,"Utica-Rome, NY (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,104.45,
46540,"Utica-Rome, NY (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),14678570,
46660,"Valdosta, GA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5212917,
46660,"Valdosta, GA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,113.367,
46660,"Valdosta, GA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6529753,
46700,"Vallejo, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),26796029,
46700,"Vallejo, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,141.226,
46700,"Vallejo, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),33100194,
47020,"Victoria, TX (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4284996,
47020,"Victoria, TX (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,87.738,
47020,"Victoria, TX (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),5082222,
47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5947878,
47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,103.849,
47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7376321,
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *",1,Real GDP (thousands of chained 2012 dollars),88175980,
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *",2,Chain-type quantity indexes for real GDP,105.259,
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *",3,Current-dollar GDP (thousands of current dollars),107067798,
47300,"Visalia, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),17361025,
47300,"Visalia, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,130.633,
47300,"Visalia, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),20580771,
47380,"Waco, TX (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),12428815,
47380,"Waco, TX (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,126.887,
47380,"Waco, TX (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),15125143,
47460,"Walla Walla, WA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),2997301,
47460,"Walla Walla, WA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,111.046,
47460,"Walla Walla, WA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),3642288,
47580,"Warner Robins, GA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),7377378,
47580,"Warner Robins, GA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,112.28,
47580,"Warner Robins, GA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),8993124,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *",1,Real GDP (thousands of chained 2012 dollars),511253994,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *",2,Chain-type quantity indexes for real GDP,114.05,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *",3,Current-dollar GDP (thousands of current dollars),607628505,
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),9089394,
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,90.164,
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),11197979,
48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5684605,
48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,84.423,
48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6972539,
48140,"Wausau-Weston, WI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),9322327,
48140,"Wausau-Weston, WI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,114.773,
48140,"Wausau-Weston, WI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),11250695,
48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5624994,
48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,114.068,
48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6966489,
48300,"Wenatchee, WA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5970426,
48300,"Wenatchee, WA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,112.007,
48300,"Wenatchee, WA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7403597,
48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),9505150,
48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,147.874,
48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),11239365,
48620,"Wichita, KS (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),34060162,
48620,"Wichita, KS (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,119.124,
48620,"Wichita, KS (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),40586374,
48660,"Wichita Falls, TX (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6102665,
48660,"Wichita Falls, TX (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,104.438,
48660,"Wichita Falls, TX (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7096972,
48700,"Williamsport, PA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5780698,
48700,"Williamsport, PA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,100.228,
48700,"Williamsport, PA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6562069,
48900,"Wilmington, NC (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),14829004,
48900,"Wilmington, NC (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,135.789,
48900,"Wilmington, NC (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),18203444,
49020,"Winchester, VA-WV (Metropolitan Statistical Area) *",1,Real GDP (thousands of chained 2012 dollars),6839236,
49020,"Winchester, VA-WV (Metropolitan Statistical Area) *",2,Chain-type quantity indexes for real GDP,120.166,
49020,"Winchester, VA-WV (Metropolitan Statistical Area) *",3,Current-dollar GDP (thousands of current dollars),8419006,
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),31081570,
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,109.882,
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),38504784,
49340,"Worcester, MA-CT (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),45231613,
49340,"Worcester, MA-CT (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,108.974,
49340,"Worcester, MA-CT (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),54941620,
49420,"Yakima, WA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),9978061,
49420,"Yakima, WA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,118.396,
49420,"Yakima, WA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),11864827,
49620,"York-Hanover, PA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),19256903,
49620,"York-Hanover, PA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,106.481,
49620,"York-Hanover, PA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),23406852,
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),19163892,
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,95.486,
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),23284271,
49700,"Yuba City, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6617616,
49700,"Yuba City, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,116.607,
49700,"Yuba City, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),8104050,
49740,"Yuma, AZ (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),7521194,
49740,"Yuma, AZ (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,124.689,
49740,"Yuma, AZ (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),8977170,
