GeoFips,GeoName,LineCode,Description,2021,
27100,"Jackson, MI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,124.5,
27100,"Jackson, MI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7651976,
27140,"Jackson, MS (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),25415366,
27140,"Jackson, MS (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,104.765,
27140,"Jackson, MS (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),30785111,
27180,"Jackson, TN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),8042235,
27180,"Jackson, TN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,112.498,
27180,"Jackson, TN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),9779929,
27260,"Jacksonville, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),82963464,
27260,"Jacksonville, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,136.385,
27260,"Jacksonville, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),101367263,
27340,"Jacksonville, NC (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),8130843,
27340,"Jacksonville, NC (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,98.416,
27340,"Jacksonville, NC (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),9900984,
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6991024,
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,114.894,
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),8530214,
27620,"Jefferson City, MO (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),7281134,
27620,"Jefferson City, MO (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,109.07,
27620,"Jefferson City, MO (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),8956976,
27740,"Johnson City, TN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),7508743,
27740,"Johnson City, TN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,114.397,
27740,"Johnson City, TN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),9219695,
27780,"Johnstown, PA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4274754,
27780,"Johnstown, PA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,90.882,
27780,"Johnstown, PA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),5197201,
27860,"Jonesboro, AR (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5244289,
27860,"Jonesboro, AR (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,121.748,
27860,"Jonesboro, AR (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6494679,
27900,"Joplin, MO (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6856285,
27900,"Joplin, MO (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,103.846,
27900,"Joplin, MO (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),8319062,
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),8340310,
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,109.567,
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),10356019,
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),13094094,
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,118.83,
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),15946455,
28100,"Kankakee, IL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5884610,
28100,"Kankakee, IL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,133.524,
28100,"Kankakee, IL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7282382,
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),130198902,
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,118.25,
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),154328892,
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),14718403,
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,120.752,
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),17836850,
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),18026452,
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,108.614,
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),21967641,
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",1,Real GDP (thousands of chained 2012 dollars),12280176,
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",2,Chain-type quantity indexes for real GDP,102.572,
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",3,Current-dollar GDP (thousands of current dollars),15104427,
28740,"Kingston, NY (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6902235,
28740,"Kingston, NY (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,107.177,
28740,"Kingston, NY (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),8622165,
28940,"Knoxville, TN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),43595414,
28940,"Knoxville, TN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,123.422,
28940,"Knoxville, TN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),52343257,
29020,"Kokomo, IN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4044993,
29020,"Kokomo, IN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,91.041,
29020,"Kokomo, IN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),4488369,
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),7568240,
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,117.062,
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),9294924,
29180,"Lafayette, LA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),19591707,
29180,"Lafayette, LA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,82.534,
29180,"Lafayette, LA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),22650406,
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),10527293,
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,124.357,
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),12537390,
29340,"Lake Charles, LA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),13550339,
29340,"Lake Charles, LA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,99.4,
29340,"Lake Charles, LA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),15791901,
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5634375,
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,123.408,
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7037905,
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),26955415,
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,134.645,
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),33144404,
29540,"Lancaster, PA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),27183833,
29540,"Lancaster, PA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,116.341,
29540,"Lancaster, PA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),33048548,
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),24604057,
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,118.833,
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),29363629,
29700,"Laredo, TX (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),12832935,
29700,"Laredo, TX (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,137.199,
29700,"Laredo, TX (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),13581543,
29740,"Las Cruces, NM (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6847115,
29740,"Las Cruces, NM (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,107.038,
29740,"Las Cruces, NM (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),8339710,
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),111288530,
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,123.805,
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),136198676,
29940,"Lawrence, KS (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4520477,
29940,"Lawrence, KS (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,112.471,
29940,"Lawrence, KS (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),5586561,
30020,"Lawton, OK (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4656623,
30020,"Lawton, OK (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,98.977,
30020,"Lawton, OK (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),5636670,
30140,"Lebanon, PA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5775313,
30140,"Lebanon, PA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,111.624,
30140,"Lebanon, PA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6911784,
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),2676639,
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,118.107,
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),3274461,
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4616143,
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,114.469,
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),5614156,
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),27666885,
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,119.799,
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),32851535,
30620,"Lima, OH (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),7604646,
30620,"Lima, OH (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,104.48,
30620,"Lima, OH (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),8962374,
30700,"Lincoln, NE (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),18458494,
30700,"Lincoln, NE (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,122.316,
30700,"Lincoln, NE (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),22492557,
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),35158917,
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,108.813,
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),42669983,
30860,"Logan, UT-ID (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6162235,
30860,"Logan, UT-ID (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,144.234,
30860,"Logan, UT-ID (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7425275,
30980,"Longview, TX (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),14900774,
30980,"Longview, TX (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,90.745,
30980,"Longview, TX (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),17134932,
31020,"Longview, WA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4822730,
31020,"Longview, WA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,119.796,
31020,"Longview, WA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6047768,
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),950157776,
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,123.298,
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),1124682354,
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),68747897,
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,115.307,
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),82866115,
31180,"Lubbock, TX (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),13508527,
31180,"Lubbock, TX (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,117.293,
31180,"Lubbock, TX (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),16402001,
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",1,Real GDP (thousands of chained 2012 dollars),9351887,
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",2,Chain-type quantity indexes for real GDP,101.353,
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",3,Current-dollar GDP (thousands of current dollars),11430306,
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),9672422,
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,99.309,
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),11818017,
31460,"Madera, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5948983,
31460,"Madera, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,117.169,
31460,"Madera, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6907890,
31540,"Madison, WI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),47921532,
31540,"Madison, WI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,126.098,
31540,"Madison, WI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),56636713,
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),27575162,
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,124.981,
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),32729580,
31740,"Manhattan, KS (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6346910,
31740,"Manhattan, KS (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,90.251,
31740,"Manhattan, KS (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7818079,
31860,"Mankato, MN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5158939,
31860,"Mankato, MN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,105.021,
31860,"Mankato, MN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6157026,
31900,"Mansfield, OH (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4355007,
31900,"Mansfield, OH (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,101.669,
31900,"Mansfield, OH (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),5251489,
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),20877561,
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,117.928,
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),25508724,
32780,"Medford, OR (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),8761650,
32780,"Medford, OR (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,130.024,
32780,"Medford, OR (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),10949122,
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),69922978,
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,108.44,
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),86493147,
32900,"Merced, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),8986693,
32900,"Merced, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,123.062,
32900,"Merced, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),10465518,
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),341292101,
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,130.646,
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),417147866,
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),3754347,
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,96.984,
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),4521182,
33220,"Midland, MI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),4807138,
33220,"Midland, MI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,112.371,
33220,"Midland, MI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),5836461,
33260,"Midland, TX (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),39497721,
33260,"Midland, TX (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,216.105,
33260,"Midland, TX (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),42035915,
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),92834730,
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,106.186,
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),111479649,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),249963205,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,118.858,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),296969112,
33540,"Missoula, MT (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5477482,
33540,"Missoula, MT (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,125.422,
33540,"Missoula, MT (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6780085,
33660,"Mobile, AL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),19637099,
33660,"Mobile, AL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,105.908,
33660,"Mobile, AL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),23876616,
33700,"Modesto, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),21953592,
33700,"Modesto, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,125.218,
33700,"Modesto, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),26519792,
33740,"Monroe, LA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),7261986,
33740,"Monroe, LA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,103.109,
33740,"Monroe, LA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),8699152,
33780,"Monroe, MI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5393210,
33780,"Monroe, MI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,101.658,
33780,"Monroe, MI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6716820,
33860,"Montgomery, AL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),16686325,
33860,"Montgomery, AL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,104.403,
33860,"Montgomery, AL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),20250047,
34060,"Morgantown, WV (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6873593,
34060,"Morgantown, WV (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,108.421,
34060,"Morgantown, WV (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),8597534,
34100,"Morristown, TN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5049429,
34100,"Morristown, TN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,120.115,
34100,"Morristown, TN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6218224,
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),6766106,
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,119.064,
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),7659302,
34620,"Muncie, IN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),3667118,
34620,"Muncie, IN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,103.095,
34620,"Muncie, IN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),4486204,
34740,"Muskegon, MI (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5725808,
34740,"Muskegon, MI (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,103.049,
34740,"Muskegon, MI (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6795782,
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),17437426,
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,132.335,
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),21787862,
34900,"Napa, CA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),10062765,
34900,"Napa, CA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,122.792,
34900,"Napa, CA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),12387136,
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),19298525,
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,143.843,
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),24020049,
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),136284579,
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,142.44,
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),163031737,
35100,"New Bern, NC (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),5262119,
35100,"New Bern, NC (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,105.767,
35100,"New Bern, NC (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),6436366,
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),47714962,
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,108.552,
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),57541201,
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),69658137,
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,96.689,
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),81829573,
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",1,Real GDP (thousands of chained 2012 dollars),1598387648,
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",2,Chain-type quantity indexes for real GDP,114.107,
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",3,Current-dollar GDP (thousands of current dollars),1992779274,
